# # d1=0.1, d1=0.2, d1=0.3, d1=0.4, d1=0.5, d1=0.6, d1=0.7, d1=0.8, d1=0.9, d1=1.0
9.909999999999999365e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.692900000000000293e-01,1.000000000000000082e-05,0.000000000000000000e+00
9.934199999999999697e-01,2.220000000000000185e-03,0.000000000000000000e+00
1.000000000000000000e+00,5.906000000000000139e-02,2.000000000000000164e-05
1.000000000000000000e+00,3.583100000000000174e-01,8.000000000000000654e-05
1.000000000000000000e+00,7.982399999999999496e-01,1.860000000000000108e-03
1.000000000000000000e+00,9.769799999999999596e-01,1.853000000000000133e-02
1.000000000000000000e+00,9.990900000000000336e-01,9.800000000000000377e-02
1.000000000000000000e+00,1.000000000000000000e+00,3.062099999999999822e-01
1.000000000000000000e+00,1.000000000000000000e+00,5.892699999999999605e-01
